
Detailed
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,ID,
903,,Surface,3,Image 1,1,102,
578,,Surface,3,Image 1,1,103,
570,,Surface,3,Image 1,1,104,
621,,Surface,3,Image 1,1,105,
503,,Surface,3,Image 1,1,106,
720,,Surface,3,Image 1,1,107,
442,,Surface,3,Image 1,1,108,
497,,Surface,3,Image 1,1,109,
533,,Surface,3,Image 1,1,110,
392,,Surface,3,Image 1,1,111,
513,,Surface,3,Image 1,1,112,
423,,Surface,3,Image 1,1,113,
399,,Surface,3,Image 1,1,114,
508,,Surface,3,Image 1,1,115,
436,,Surface,3,Image 1,1,116,
384,,Surface,3,Image 1,1,117,
400,,Surface,3,Image 1,1,118,
396,,Surface,3,Image 1,1,119,
793,,Surface,3,Image 1,1,120,
545,,Surface,3,Image 1,1,121,
361,,Surface,3,Image 1,1,122,
562,,Surface,3,Image 1,1,123,
484,,Surface,3,Image 1,1,124,
415,,Surface,3,Image 1,1,125,
373,,Surface,3,Image 1,1,126,
404,,Surface,3,Image 1,1,127,
347,,Surface,3,Image 1,1,128,
552,,Surface,3,Image 1,1,129,
429,,Surface,3,Image 1,1,130,
355,,Surface,3,Image 1,1,131,
353,,Surface,3,Image 1,1,132,
375,,Surface,3,Image 1,1,133,
386,,Surface,3,Image 1,1,134,
610,,Surface,3,Image 1,1,135,
490,,Surface,3,Image 1,1,136,
501,,Surface,3,Image 1,1,137,
423,,Surface,3,Image 1,1,138,
452,,Surface,3,Image 1,1,139,
620,,Surface,3,Image 1,1,140,
398,,Surface,3,Image 1,1,141,
455,,Surface,3,Image 1,1,142,
459,,Surface,3,Image 1,1,143,
723,,Surface,3,Image 1,1,144,
669,,Surface,3,Image 1,1,145,
549,,Surface,3,Image 1,1,146,
483,,Surface,3,Image 1,1,147,
748,,Surface,3,Image 1,1,148,
418,,Surface,3,Image 1,1,149,
796,,Surface,3,Image 1,1,150,
634,,Surface,3,Image 1,1,151,
371,,Surface,3,Image 1,1,152,
470,,Surface,3,Image 1,1,153,
357,,Surface,3,Image 1,1,154,
381,,Surface,3,Image 1,1,155,
413,,Surface,3,Image 1,1,156,
366,,Surface,3,Image 1,1,157,
394,,Surface,3,Image 1,1,158,
422,,Surface,3,Image 1,1,159,
510,,Surface,3,Image 1,1,160,
463,,Surface,3,Image 1,1,161,
369,,Surface,3,Image 1,1,162,
450,,Surface,3,Image 1,1,163,
440,,Surface,3,Image 1,1,164,
446,,Surface,3,Image 1,1,165,
491,,Surface,3,Image 1,1,166,
765,,Surface,3,Image 1,1,167,
330,,Surface,3,Image 1,1,168,
444,,Surface,3,Image 1,1,169,
338,,Surface,3,Image 1,1,170,
436,,Surface,3,Image 1,1,171,
403,,Surface,3,Image 1,1,172,
414,,Surface,3,Image 1,1,173,
686,,Surface,3,Image 1,1,174,
384,,Surface,3,Image 1,1,175,
444,,Surface,3,Image 1,1,176,
581,,Surface,3,Image 1,1,177,
472,,Surface,3,Image 1,1,178,
413,,Surface,3,Image 1,1,179,
359,,Surface,3,Image 1,1,180,
541,,Surface,3,Image 1,1,181,
369,,Surface,3,Image 1,1,182,
355,,Surface,3,Image 1,1,183,
444,,Surface,3,Image 1,1,184,
363,,Surface,3,Image 1,1,185,
419,,Surface,3,Image 1,1,186,
335,,Surface,3,Image 1,1,187,
508,,Surface,3,Image 1,1,188,
397,,Surface,3,Image 1,1,189,
541,,Surface,3,Image 1,1,190,
481,,Surface,3,Image 1,1,191,
357,,Surface,3,Image 1,1,192,
428,,Surface,3,Image 1,1,193,
383,,Surface,3,Image 1,1,194,
360,,Surface,3,Image 1,1,195,
330,,Surface,3,Image 1,1,196,
378,,Surface,3,Image 1,1,197,
378,,Surface,3,Image 1,1,198,
456,,Surface,3,Image 1,1,199,
615,,Surface,3,Image 1,1,200,
377,,Surface,3,Image 1,1,201,
382,,Surface,3,Image 1,1,202,
668,,Surface,3,Image 1,1,203,
